Agent ID,Net monthly income,Initial Reserve,Shock Rate,Mean Shock Size distribution,Ruin Probability
SWA101759276,427,169,285.3412043393762,132.14659203597628,0.5225235608398998
TUW102309786,767,558,720.7198977971334,141.59698565503123,0.23844650299233217
TGQ103706958,275,664,192.7879560372703,520.6029779840494,0.5496494196739371
PUK104851169,634,487,533.7640548656284,226.3322808804357,0.391270950031182
JPZ105962615,297,599,81.45338316161208,160.92013195374378,0.07367772981032061
GUJ106237346,24,218,406.63045231208775,6.384593000760034,0.4962098508653751
BFC107255939,471,721,339.26536167299815,392.2079332487136,0.39183183984453046
BPO108815910,974,745,340.16411647989815,689.7882403787057,0.32336205414143027
MTI109179284,3,149,0.506612675707027,134.660271199943,0.15261879262648104
XKF110220798,280,642,527.1552800353153,265.04157790907124,0.7772478149958739
ZUU111309876,918,852,508.6785311899297,337.9300705954894,0.2197799001138201
RYZ112917061,78,479,448.4550347334265,48.42338192390426,0.5812244907283994
TCM113564350,527,645,642.3790658277958,343.14630696028325,0.6484856629080942
NNY114099943,323,429,215.35205720764077,170.21433588462716,0.2645363427005478
RXP115710745,233,242,328.3542394335319,171.27357902370449,0.9973824313728127
VXK116003056,776,862,967.7669545167257,650.7558454854367,0.941499035328112
FMN117006177,804,354,258.6499333571884,166.5354753416525,0.15134212271525882
YWD118473307,403,636,297.57049735153527,499.3442209395897,0.5797326192495303
TQK119063282,908,157,866.0969430532392,71.20575364254951,0.4326095398132256
VLG120286182,224,343,198.75480679272238,149.42484177331673,0.38654343966952154
REU121050149,52,271,31.940819706523346,259.53411873163657,0.5882580537963829
BLE122334272,911,169,396.44436482943684,140.0180187745988,0.36054634362247084
AJT123570256,273,274,974.5430300004475,26.36771074474356,0.3435264929194105
POY124889664,497,211,507.81361318984284,169.94325918570664,0.8229423983174081
OZC125131134,361,159,137.41808839803025,41.54251706637843,0.0994563194917032
UTM126819685,392,954,181.60885144946926,217.70539533141852,0.1057235560274985
CCO127260952,440,799,642.0142980760598,543.7184913812338,0.9929316349843469
BIN128462434,62,575,121.27767029835161,275.82913013550086,0.9383426172020868
QWD129544544,316,898,10.724534614940849,892.7619922148294,0.033740438979770415
UVV130779348,449,406,302.72681601385415,168.45574392305645,0.2797462944313693
OGK131342266,872,907,873.9298142212331,886.6836123810765,0.9797639721650239
CAZ132063114,5,812,18.039080734343173,187.93810240510348,0.8350321680652504
RWV133142587,494,661,551.1259245927483,337.1689085259574,0.5690755831101694
BHV134557601,122,955,246.91486262694633,356.3633054595494,0.7552261317726302
MDB135928360,42,743,9.743596953540031,649.9481711158642,0.20293639108003106
AQC136697632,907,136,794.903498652614,111.87206445031393,0.7209246338368673
IMT137881403,394,495,411.6429797802259,84.84878360106721,0.1790873512396599
KYZ138613295,753,45,1016.8389629200157,24.21349171457709,0.7266112381207896
XEK139631826,796,231,596.7613980244581,194.7757979945495,0.6321362087088951
AIP140301608,796,462,362.1716466882305,404.0368724768567,0.39790592417636284
NTZ141811892,792,213,591.6042936285907,9.990991751100587,0.03503766311921408
OUM142759235,398,380,646.5470658011316,152.49614046334986,0.6519170336060306
AIG143009143,528,609,46.67822729030685,77.88712997209151,0.011306517004487482
QGZ144858938,771,27,558.7298464167094,20.415879637278096,0.5479637456981512
KET145607954,318,971,649.3362981337443,412.8847742156538,0.8682648078716084
VWP146957896,162,76,312.0281888582823,31.022894578926103,0.7862262515110247
HOH147156101,587,918,588.5966520622055,624.873845938316,0.6825419560345748
YIS148422691,743,49,443.34487976094243,37.07347507768126,0.45146085507278527
FMK149928099,554,115,287.00539492588473,13.657209931628772,0.0615239825775048
JGT150066047,28,540,90.86035649101547,70.28204836829944,0.4223447069882592
SJY151551764,780,636,1691.4850716756694,40.606996219006184,0.1384577646952897
ADM152117643,902,228,608.5676583471331,208.63233896302327,0.6173751020063233
KPD153959044,865,783,18759.020919167076,27.896354317899906,0.7726445555008987
TBJ154709119,885,505,539.872250102237,40.79313501664696,0.04927690684155406
MGA155781464,784,475,599.9011024125883,449.4405605713683,0.7240061432752296
IIL156826567,487,20,2051.050082421224,4.604304971651159,0.9695749580695646
VVP157984054,319,557,158.036607938433,394.91044842984473,0.35124523848256806
MTT158737341,663,102,181.41068036123042,68.38127655129037,0.18343675366189094
SDI159594464,379,83,900.9750923335494,11.478563395106356,0.3287630643342483
SKB160315940,696,780,720.7009245519765,542.0414206224368,0.7195876676025218
FWB161319152,153,640,281.2928819234477,184.19420903874533,0.5291311263696755
WFJ162267319,536,468,2877.632353997597,66.03563982236216,0.7575356138767759
XCQ163303114,427,931,73.69804285729457,160.40978735784998,0.029737829141509686
CEP164089028,208,111,379.11871034894705,54.48127249266663,0.8946149413370296
BZE165077286,422,391,367.24611789362916,304.82132685084304,0.6784429821284419
RZZ166473077,972,922,6056.683036676654,81.1805296585282,0.5486426190282729
RJJ167871873,153,860,549.6911695554226,183.92923368240992,0.7683863473044272
PVO168942938,94,649,266.1589241125618,161.06681593014596,0.7027074457955559
RCH169938367,700,294,5973.0288978637045,17.800343800638775,0.5166276380618292
XDT170981383,710,442,93.33940027341555,332.114725575135,0.09878079570184528
ETD171281393,891,51,2137.489492842682,19.766961217768635,0.9298138665172255
NWD172918937,478,469,2051.1035048558265,59.214658079743096,0.541771385419884
RHB173572014,913,733,356.54734622242705,651.6219161585249,0.3471667619704091
OXI174527417,460,127,1.7023841187355093,121.94404691246542,0.003553502376551165
YMT175052046,247,43,401.1304759147551,25.645791406851053,0.9685819143433481
IBG176037230,529,90,1304.4913217498645,27.34749571414629,0.7493083560322505
RXH177233027,286,341,7.388813923546623,258.0238630514613,0.019548533846583727
UDL178887047,384,874,33.05347641577376,362.80602644658643,0.035731313282599264
EGR179215048,821,461,1476.4708374631505,157.42271796653426,0.6141128675726766
DUQ180864819,273,841,785.7503478083621,130.90136048191513,0.4479918356711773
TLK181330328,992,713,1251.905544309436,438.94102474814673,0.776920415932043
HAX182156301,164,551,252.60669760143978,239.10878736828585,0.6684130975232122
PMF183285085,456,13,427.8892622915606,9.231297684486089,0.6663247564454359
TLK184547596,456,175,965.7501503108365,45.763024484785916,0.5538301726172994
RQM185562115,224,42,26.94237406529655,35.89693738603444,0.10280067122162717
KYB186764257,311,117,186.7260379274575,79.32663366255781,0.40707802253366027
GCQ187067130,137,479,516.1706197677639,69.81529065784281,0.5491459068943099
YSF188651632,802,963,108.60179296120972,933.5719814580809,0.13127564143211135
HWX189986765,936,508,150.62377642210916,297.79238742450525,0.09433385066212982
CCG190086133,535,415,1385.7175909661887,142.16968106328179,0.8873191215018228
MWB191974678,128,354,53957.90972243196,0.8319326173359531,0.9906723398075542
KSW192124377,520,71,262.7057332140218,25.98558461293398,0.18490146421277961
XPP193622071,115,559,50.13650893058722,530.5455489036983,0.41377773431894793
QVM194618352,5,661,14.987363877710184,166.77276094375935,0.7562735410452329
GEE195145990,917,821,960.9280658370404,719.2353655190528,0.9180142426381374
ZGI196237782,847,374,694.7125863045803,112.11860852648039,0.24588263232390495
FFP197139759,869,718,1083.9040927775336,338.73465355128025,0.5884455243433085
JHM198574190,642,326,946.5221042768492,116.40775192138497,0.5264535209313626
TCE199498445,464,454,258.8559285176159,419.58880114331515,0.5155943752636817
IHA200685169,527,562,321.3527713781834,385.19833683434865,0.4179453735708905
BIT201257528,564,57,74.67430442331825,32.73542561598877,0.07603879363802524
HDQ202034068,885,443,950.5131580954505,250.57882981660993,0.6075129124251657
RDS203091992,899,925,300.72796076820174,603.75069087749,0.2183383508161988
BRU204221318,161,740,72.50472470162897,480.41537285289115,0.2923651531906103
QIT205125858,942,600,1286.830812857103,211.66887485722398,0.4819214973267338
KJJ206371381,399,269,5.9617744821164855,122.86148295003792,0.006824425877766216
OUV207981133,310,833,478.49085774494955,423.9712024210407,0.7856033160577833
CWV208255902,476,962,215.8099374284064,410.2148234831585,0.19333067355322686
LZR209595688,595,294,273.12300350978234,142.98077184668352,0.22323979792438764
LQQ210680719,900,352,3814.471858465433,61.1280885081178,0.7360207492929279
UMX211197414,594,227,315.70294351140797,115.89278559732365,0.27134556686402633
RYM212617040,371,410,168.96994245983043,342.34759167761274,0.3802935564198787
SCF213749948,574,125,13.0862243057199,65.73240532189803,0.011988696866855109
PLO214220982,463,183,359.60940288817187,48.13894125953494,0.20431276094383433
LNJ215980566,80,361,31.659160065764542,267.7577173877067,0.29352439174588474
QDU216085782,452,755,174.40852593905387,750.409321002717,0.38351340188422367
EDG217241116,103,738,57.34369768202153,425.00525551580654,0.32061689801311233
JGD218730159,527,170,477.3062859865969,84.3038661565735,0.4491434897812843
WJK219688716,264,831,213.86741912677138,816.3215015333344,0.7957944640932109
ZQY220404044,286,349,490.3305324247431,170.4224818905,0.8371906374107341
PJL221367393,779,403,1527.886718031553,195.57267061042432,0.9518243655116384
AYO222445038,649,888,650.8989332549107,765.4145052391245,0.8644752928239937
LCD223865653,67,246,50.34807222079596,147.3815562075893,0.450210971723881
MAU224068172,645,189,4258.6186053558295,13.775356833274458,0.4812271105007848
MXO225889657,107,173,56.30399796893622,122.50093990520179,0.3726050819304878
FWU226304334,467,884,218.67528887557089,567.3302502417155,0.3005152420849774
ZBI227809922,415,167,773.7692269504548,62.39699967169657,0.6966435062404797
ASV228071357,283,426,116.82627085790982,379.4242478886474,0.367679622703577
FOT229636434,88,199,50.24008309817951,151.2044368730916,0.4337895998925057
FFU230744072,81,768,72.96696970003448,512.5611796274898,0.6012094274577704
RTP231643986,939,748,1395.3523401356626,358.4879001354049,0.7121823340968275
BFJ232786040,987,128,1669.5928744663665,62.00933444017538,0.8194840974205189
MUZ233009989,644,540,1654.5610227619663,101.35983925637099,0.4822464898407226
PSP234365010,480,412,412.8102635980189,339.7533370717386,0.7092114918835506
YKO235891403,742,119,699.488845187812,58.7380698177577,0.465317726623303
OUN236005592,932,573,423.27885179666646,442.9177865412027,0.35105822852294843
UTB237845836,71,604,113.45813382550216,90.88811329207734,0.24046254363025632
DAS238574528,232,541,93.62489283208902,528.0351704980703,0.39388453892421194
ZOS239106511,889,134,1150.8769247655732,30.00887350375239,0.2899158878303447
HKT240833412,506,956,25.328428905151256,626.878020246591,0.03282334861994507
KJZ241455690,699,832,187.52531127144897,536.4933997565911,0.1729911064302586
YGT242751556,1,693,0.9660044909944313,344.75383805588245,0.4805681902590899
NMU243335993,156,893,144.57817518862615,506.2952462044489,0.5254489534191534
HBS244668171,298,582,826.6250482470093,208.8920719211852,0.9956146303551019
IRS245755498,314,208,384.82877508948144,161.78703023355027,0.9532751205007052
HUJ246306920,890,969,1328.5293897271486,117.42517767177343,0.18089168682051826
TSI247353017,619,222,119.41821431863195,141.58626782796986,0.12304049888701428
DSO248603099,730,110,369.8304706723211,106.96770117503392,0.492651497787036
ZGX249062133,126,432,115.44406172113644,423.38259298417483,0.8979461749728077
TXB250326932,651,330,682.1824489624152,185.2381751358904,0.5882150163176952
IPR251400556,865,764,2545.099900063497,100.40365199003736,0.3866739167839697
IES252602237,860,958,22946.21789652894,31.090018845926107,0.8659007948315429
WTK253513366,35,595,15.146798530285436,211.99848840329847,0.15419440060359257
LRU254702497,149,719,207.82641143449084,397.3495777672325,0.7708295155685477
JXG255277603,1000,959,1141.1945307543474,704.5648112455717,0.8384207603289004
IUF256870398,904,652,442.86249122120563,628.1586453203025,0.4719784979991566
VTE257125157,71,155,60.63741089135205,154.1540986913728,0.8493871352053437
XLT258607327,191,580,557.249541303707,135.10755817036713,0.6796228995947011
JLU259772367,214,151,918.1731844572118,19.116390261227078,0.5431749991173391
IYP260233777,151,17,96.2133544762318,16.33144020621381,0.6121163403458642
VVS261339934,956,285,3803.3601727049586,24.178744950672396,0.3375191792240274
DVJ262077752,844,401,781.1008814343938,370.54548898111295,0.8551884744734307
SBA263535154,143,764,614.8686834366032,107.59657846459679,0.6055519948633417
AUP264214457,530,336,584.7087548818225,94.98042411333111,0.31185919542595053
JGH265084449,528,438,229.69759929515067,373.945524140031,0.3714127108505082
AKD266807871,75,370,64.01101127593182,115.92108274682136,0.26739552197567595
BFJ267235981,41,783,20.694433804018136,367.7498115611187,0.2370611510385856
EQW268020501,477,168,98.35955953398751,119.84625337348376,0.14710023826513086
UXU269049791,582,720,587.8745836894401,204.89397473716002,0.2874474038256076
XAP270769371,748,727,381.11781621363446,621.1302074628829,0.4353172664980538
YQM271013881,516,561,555.1846294540987,494.4402610860855,0.9482846009281123
JVC272913571,425,105,264.357869877292,62.55923558660258,0.37060002825380256
LWY273004219,501,423,873.5788867713507,191.79159840146704,0.7905941829044112
USD274956317,494,943,548.0813611805834,472.0393167394214,0.555372747088701
TIR275608164,807,924,937.4389040993489,326.82148879563675,0.41087344272880066
OJN276337656,529,980,7905.839182896897,39.56947227070807,0.6034294285025965
PFF277574751,471,203,227.53217826789492,85.95193834632714,0.20454155562828924
WNI278532474,752,228,258.3919376847006,181.44170277883757,0.2734408428858446
LMR279951330,242,548,492.6717772447627,227.20324074315138,0.844065756867181
INH280667813,101,286,189.89060163067265,123.19666653704401,0.809869456747651
BDJ281975046,833,873,411.5837101191506,559.0556643696538,0.3164127568613545
BFM282310773,884,846,728.1005796406165,721.2982868122135,0.7022369050011182
UBC283676370,231,847,14.756656580462698,578.4629041018438,0.04362828020652487
UWP284598625,551,671,3834.173884892771,70.1063482181608,0.727034519281488
BWQ285959167,70,663,58.37077745149422,649.501576053215,0.8168910137943753
HCF286024487,400,116,229.50564204447747,78.26155939719474,0.38710063441498255
UTC287757410,429,66,158.44439176891782,59.471737817410734,0.33280226481317343
CCA288076920,104,279,39.75413129617737,224.3451762816475,0.30736998874981636
HTZ289377390,762,50,627.5394190143915,34.671341170436385,0.571066490670483
CDG290840403,239,153,208.17526539425836,112.35304654432677,0.6396238488861182
WPB291838498,772,714,3608.9926784045383,84.37483266131912,0.5524378334790293
HOM292564797,605,11,1238.6891767275797,3.3033416374128923,0.61484801401907
FEY293209820,501,532,420.3636596715751,462.0008677498498,0.7286493762053721
LSU294946945,533,131,892.5240600211052,66.16986652076596,0.8458272763726659
UJA295770706,750,910,771.0045438568442,304.88636679997774,0.3444231123264283
TVF296089614,842,904,5812.60819631696,109.07449236723828,0.8329400189484069
OLW297192558,646,619,171.82592217647522,519.9882933582239,0.22343905336993242
OVZ298816860,960,863,872.3356635670331,588.8391359049936,0.6200093887045203
EQE299575945,258,853,1028.2351896639332,149.83601943397775,0.7000675584629937
FZG300076621,453,655,1370.7517546076508,167.92799840159168,0.7757868609835451
RUN301836427,476,276,301.71764747450914,263.35296422885443,0.6048154672281735
ZUF302020487,277,999,80.89950872267903,910.218587828768,0.26610089000769
OBI303516306,681,521,60.73792356658236,429.2893274157079,0.07348948384171639
JCM304123527,388,219,23.76592034183354,111.40125409935438,0.0311579500412561
ZDV305742809,627,922,1066.5696676333241,404.56022078104274,0.7464039761978173
OZI306580228,353,13,844.9436192214496,3.351459316045581,0.6170830603994328
AMS307211458,396,748,1042.5011411509965,176.6135945240863,0.6215898079529902
VFN308706915,55,392,161.88968278635554,105.17351441059954,0.789726664446111
RYD309504165,936,165,138.05806412524774,140.0692345444975,0.12521165089820385
SMO310656772,824,311,15980.876211747558,8.850352924995128,0.5519167519613565
LYE311483670,94,132,69.34041244078226,79.46176910463309,0.4440612381519558
FAG312611316,22,45,12.25199473941096,11.770023281818638,0.14566289225412776
MVE313863988,144,342,133.6311997491851,180.3415057400662,0.4893447810392218
YHC314707626,139,77,20.540397465145375,76.9941199423374,0.14776135906705468
TQK315278518,181,27,14.9242570440923,26.082051206456132,0.07965116358549806
FYH316549081,76,181,19.358641572411123,70.10244923410907,0.09865427363123469
ZNJ317943990,166,128,2496.4167019773054,8.170897847544751,0.9599946280478694
CUM318953379,263,805,186.39647627527847,283.86419877446576,0.249917513602086
NPJ319261489,630,338,5233.8306738565325,39.39852611417361,0.9683723794547735
WKX320291969,530,388,235.0959844655711,24.257049841364715,0.027731642738212717
HKZ321892436,294,546,66.23867901260726,479.3284338777449,0.19779025113530493
DTE322055074,601,130,476.7960972214892,126.10068483993086,0.7695419734882382
RZP323951134,886,980,427.4647789772062,942.3406278067016,0.46392572463563997
NWC324883649,225,922,351.1788176269486,237.67741968135542,0.4023488803100624
NFT325356684,966,893,2426.322803676056,345.9745327565758,0.9731149083606895
AIL326257621,410,883,616.0783772823418,179.88838017026723,0.30612198256290146
WQL327157160,55,252,2830.3981065097673,3.235674227184453,0.6607681245241941
LQR328089696,493,477,977.5859518775854,234.59353491488596,0.9752269472152967
UIL329913829,654,52,1147.2445448037388,25.258658924808508,0.8520894689645033
XWO330241567,781,990,2191.9893260520075,342.89441013210796,0.9721037351394611
VAA331210993,816,689,440.0743661754154,419.43818301367617,0.32831041104526204
CKM332254487,234,937,323.1160818924462,123.34334902021286,0.18176859983628268
SSC333908359,945,194,1574.340776795306,107.92156309506389,0.926773127562573
NMJ334292713,510,681,523.3804184351236,148.58691072415579,0.22391373559296018
XEK335305124,170,373,59.31858575183177,187.42212122394525,0.17532905172075075
KSR336398604,46,104,100.11430103375665,29.394094029435713,0.6151273365964623
ZTU337002442,587,870,513.5039466216463,492.5365926752945,0.49525051243286916
UPH338258395,312,477,960.3641373764455,77.86314883746685,0.5024523985829411
VYF339167266,658,486,2638.5473178256416,102.74900962161253,0.8477745373383204
TFC340686469,824,293,738.6237038643927,281.7572762816881,0.8619926231730819
HTH341341484,476,457,60.22433547716407,236.14202831535508,0.06537657325598956
XZO342262487,450,474,106.46949092212164,239.89180644014024,0.11974289033319209
RLB343509781,867,519,745.0683120244638,509.54813378046146,0.8437132181953675
LDE344846376,400,69,884.9080087514345,30.487104324976368,0.9774740137975393
PVS345264127,794,353,524.2463176170253,296.3039021848968,0.5542140758806752
XUE346169205,828,905,787.279100404301,398.76671804214556,0.4189562855998557
TCK347877290,623,28,281.42072007610494,9.627211708167584,0.1553139676242622
ZRJ348832298,618,240,59.6867275556569,192.8128833618609,0.07759149162918044
EDV349495401,790,938,1204.5757634260456,481.61859415398715,0.7829020616625973
UBR350102010,495,573,498.63864420664027,463.446348266122,0.814752265277337
LVZ351699291,942,147,382.6297016970498,22.772526766799626,0.06292477377463368
HSP352471658,395,785,88.14231879577572,226.2421094355081,0.06431187336900213
LVC353000788,906,503,662.7203320802696,348.2683852527481,0.5064635145589169
EZM354537729,19,97,66.25462073602269,24.639535256401533,0.8857748581251997
QDU355223433,532,468,627.0182428778473,195.01185799688488,0.4911155795801645
PSF356515935,764,11,615.2500134911312,8.981617025769223,0.6575368867535326
IKZ357446793,149,525,134.0572631996375,197.723517371715,0.33884657857536715
MYO358105158,268,391,782.0286880995924,49.26802516121056,0.3676853178043211
TXH359902180,662,352,1120.1530988600443,190.80288563580496,0.917194982561391
YHH360391990,413,942,413.49247333905004,817.8473386952571,0.8692383905524323
IIO361635499,920,582,292.876013672948,561.0133896229696,0.3068641961189372
DQH362727291,368,55,750.9656009892966,4.44931545751092,0.16508314508600075
GBE363233783,778,543,2245.0381699387026,143.8267412656587,0.7643353453850638
IRJ364688002,949,643,2625.2842738122963,117.05720176303463,0.5036134146690677
JDT365943679,20,968,5614.138435099355,3.236571271283796,0.9385619407052036
JNJ366170858,452,197,334.9682170053106,80.02945114919189,0.30105703426798447
USD367940023,394,632,846.2104324571195,210.83421277287724,0.716483447790002
LLZ368293454,414,985,374.5353497068212,908.7216332885872,0.8346167750800528
ERO369396001,963,115,219.54836237179916,88.58221795447555,0.17561136744021755
WCR370995991,251,715,186.15614580624373,352.78629320584304,0.36593952378720734
HXZ371424783,72,563,32.290506894200675,464.76262441189635,0.3702245097626588
PYH372922590,561,729,155.0428293936328,306.3311439344598,0.11613214519190165
SCM373320168,433,44,670.5789192607178,9.35175035048084,0.3291563428102814
GGA374386310,858,10,1951.2654765124223,0.5779677223582236,0.13144154582472245
RDL375005549,650,185,3317.310508170899,16.53393831926277,0.4561181482572963
KMM376797531,869,621,467.37374060107925,500.7590475232711,0.4336923244197336
OPD377289350,85,410,76.01947136847224,216.64226398584015,0.4725690210695145
EYR378095479,716,368,1412.4733561641824,82.70867073013193,0.44337424751817056
XCP379457034,486,649,787.0175681492594,224.51765249343072,0.5602139945340421
BYZ380956408,464,214,36.33367012319062,43.79830634570845,0.01602635770544047
NVH381183004,751,937,2698.0684122041216,205.12114949857448,0.7864730968983413
OKW382604685,526,308,7.937112592306169,198.72773601541516,0.009736089674389214
RTZ383695879,914,612,116.08406637042249,117.9724517426901,0.0244824908074468
